"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"14321","3.35541753","1.2916E-4","0.2980255","0.4","6","6","false","FRAT1","23.66666667","6","0","0","0.73828694","false","0","FRAT1","4266","0.2310231"
"14326","3.68530021","6.295E-5","0.27134831","0.0","4","7","false","UBTD1","18.5","4","0","0","0.70163331","false","0","UBTD1","1282","0.37234043"
"14328","3.36922015","4.508E-5","0.29680459","0.6","5","6","false","FRAT2","26.2","5","0","0","0.73675332","false","0","FRAT2","1244","0.27368421"
"14384","3.42995169","1.6516E-4","0.2915493","0.35714286","8","6","false","NADK","19.375","8","0","0","0.73000537","false","0","NADK","3154","0.21629213"
"14393","2.95307108","7.6385E-4","0.33863052","0.40441176","17","6","false","PYGM","35.05882353","17","0","0","0.7829921","false","0","PYGM","24286","0.10479042"
"14405","3.16149068","4.1979E-4","0.31630648","0.16666667","9","6","false","GYG1","28.66666667","9","0","0","0.75983437","false","0","GYG1","9208","0.14662085"
"14439","3.49482402","3.5672E-4","0.28613744","0.0","6","7","false","LETM2","13.66666667","6","0","0","0.72279733","false","0","LETM2","6686","0.16888889"
"14471","3.27191166","2.96E-6","0.30563172","0.33333333","3","6","false","KBTBD7","67.66666667","3","0","0","0.74756537","false","0","KBTBD7","300","0.46759259"
"14506","3.37888199","4.949E-5","0.29595588","0.4","5","6","false","TECPR2","32.8","5","0","0","0.73567978","false","0","TECPR2","1298","0.31960784"
"14514","3.17115252","7.6321E-4","0.31534276","0.07142857","8","6","false","NSFL1C","30.375","8","0","0","0.75876083","false","0","NSFL1C","15758","0.15909091"
"14541","3.02484472","2.3629E-4","0.33059548","0.37777778","10","6","false","UBR2","41.9","10","0","0","0.77501725","false","0","UBR2","6940","0.15311355"
"14545","2.91718427","0.00158388","0.34279631","0.36263736","14","6","false","TGFBI","59.71428571","14","0","0","0.78697953","false","0","TGFBI","45722","0.16033026"
"14549","2.93581781","0.00143084","0.34062059","0.16666667","13","6","false","LATS2","47.84615385","13","0","0","0.78490913","false","0","LATS2","43042","0.13806136"
"14669","2.97032436","4.1591E-4","0.33666357","0.33333333","6","6","false","RILPL1","71.5","6","0","0","0.78107507","false","0","RILPL1","12476","0.22592593"
"14688","3.49758454","5.9527E-4","0.2859116","0.28888889","10","7","false","GATAD2A","13.7","10","0","0","0.72249061","false","0","GATAD2A","12644","0.15280899"
"14690","3.19254658","1.3959E-4","0.31322957","0.47222222","9","6","false","SALL4","32.11111111","9","0","0","0.75638371","false","0","SALL4","6646","0.15740741"
"14714","3.75707384","2.0401E-4","0.26616458","0.0","4","7","false","MTX1","12.25","4","0","0","0.69365846","false","0","MTX1","2500","0.25"
"14716","3.28916494","0.00132934","0.30402854","0.0","6","6","false","GCA","28.83333333","6","0","0","0.74564834","false","0","GCA","31300","0.18311404"
"14720","4.16425121","1.627E-5","0.24013921","0.0","2","7","false","SHISA5","5.5","2","0","0","0.64841653","false","0","SHISA5","246","0.5"
"14730","3.65148378","2.5696E-4","0.27386127","0.16666667","4","7","false","PHACTR1","12.25","4","0","0","0.70539069","false","0","PHACTR1","5534","0.2797619"
"14740","3.957902","6.478E-5","0.25265911","0.16666667","4","7","false","SPINT2","8.0","4","0","0","0.67134422","false","0","SPINT2","868","0.28846154"
"14751","4.08902692","9.08E-6","0.24455696","0.0","2","7","false","TMPPE","15.0","2","0","0","0.65677479","false","0","TMPPE","186","0.53846154"
"14777","3.57280883","0.00111714","0.27989183","0.16666667","4","6","false","IQCE","17.0","4","0","0","0.71413235","false","0","IQCE","36900","0.33"
"14805","4.64389234","0.0","0.2153366","0.0","1","8","false","GLIPR2","3.0","1","0","0","0.59512307","false","0","GLIPR2","0","0.0"
"14806","3.64458247","0.00208001","0.27437985","0.0","3","7","false","SH3RF3","15.66666667","3","0","0","0.7061575","false","0","SH3RF3","63884","0.33333333"
"14839","3.36991028","4.66E-6","0.29674381","0.0","2","7","false","REM2","49.5","2","0","0","0.73667664","false","0","REM2","228","0.52150538"
"14852","3.41269841","5.864E-5","0.29302326","0.2","5","6","false","SH3BGRL3","24.2","5","0","0","0.7319224","false","0","SH3BGRL3","1412","0.22857143"
"14866","3.40303658","7.602E-4","0.2938552","0.19047619","7","6","false","INSC","22.0","7","0","0","0.73299594","false","0","INSC","20930","0.2135785"
"14937","3.57487923","0.0","0.27972973","0.0","1","7","false","HRH2","52.0","1","0","0","0.71390231","false","0","HRH2","0","0.0"
"14971","3.47135956","2.6219E-4","0.28807157","0.57142857","8","7","false","KCNJ15","27.25","8","0","0","0.72540449","false","0","KCNJ15","6270","0.27678571"
"15002","3.57694962","1.112E-5","0.27956782","0.0","3","6","false","TSC22D4","17.66666667","3","0","0","0.71367226","false","0","TSC22D4","360","0.33333333"
"15008","2.92753623","1.7298E-4","0.34158416","0.46190476","21","6","false","IFNAR2","57.76190476","21","0","0","0.78582931","false","0","IFNAR2","9342","0.15377778"
"15080","3.63768116","1.136E-5","0.2749004","0.0","2","7","false","GPR108","28.0","2","0","0","0.70692432","false","0","GPR108","594","0.50943396"
"15083","4.94824017","0.00138026","0.20209205","0.0","2","8","false","GPR160","3.5","2","0","0","0.56130665","false","0","GPR160","30374","0.5"
"15085","5.94755003","0.0","0.16813646","0.0","1","9","false","TMEM45B","2.0","1","0","0","0.45027222","false","0","TMEM45B","0","0.0"
"15105","3.93305728","0.0","0.25425513","0.0","1","7","false","KLF16","18.0","1","0","0","0.67410475","false","0","KLF16","0","0.0"
"15149","3.31538992","5.38E-6","0.30162365","0.0","2","6","false","PNRC1","73.0","2","0","0","0.74273445","false","0","PNRC1","286","0.50704225"
"15158","3.21394065","9.4024E-4","0.31114451","0.28571429","7","6","false","MPZL1","41.14285714","7","0","0","0.75400659","false","0","MPZL1","26828","0.19685578"
"15197","3.43754313","0.00119921","0.29090544","0.0","3","7","false","YY1AP1","28.0","3","0","0","0.72916187","false","0","YY1AP1","29998","0.34615385"
"15274","3.39958592","1.1837E-4","0.29415347","0.2","5","6","false","LRG1","20.2","5","0","0","0.73337934","false","0","LRG1","3810","0.23255814"
"15317","3.57487923","3.1716E-4","0.27972973","0.16666667","4","7","false","LDHD","19.25","4","0","0","0.71390231","false","0","LDHD","8578","0.3125"
"15320","3.85024155","9.42E-6","0.25972396","0.66666667","3","6","false","HBG2","12.66666667","3","0","0","0.68330649","false","0","HBG2","282","0.42222222"
"15331","3.93443754","0.0","0.25416594","0.0","1","7","false","HCG27","28.0","1","0","0","0.67395138","false","0","HCG27","0","0.0"
"15424","3.22291235","2.685E-5","0.31027837","0.57777778","10","6","false","MAML3","33.5","10","0","0","0.75300974","false","0","MAML3","970","0.21069182"
"15456","2.95307108","0.00138002","0.33863052","0.20512821","13","6","false","USP10","43.76923077","13","0","0","0.7829921","false","0","USP10","40494","0.1290396"
"15458","3.07591442","0.00248452","0.32510657","0.06666667","10","6","false","PPM1D","31.9","10","0","0","0.76934284","false","0","PPM1D","59832","0.12975207"
"15465","3.436853","4.007E-5","0.29096386","0.0","4","6","false","ZNF200","22.0","4","0","0","0.72923856","false","0","ZNF200","732","0.25609756"
"15482","3.8115942","1.0605E-4","0.26235741","0.0","3","7","false","PELO","12.66666667","3","0","0","0.68760064","false","0","PELO","1322","0.35353535"
"15498","3.28640442","5.8155E-4","0.30428391","0.06666667","10","6","false","PJA2","15.6","10","0","0","0.74595506","false","0","PJA2","9572","0.11615385"
"15506","3.48861284","1.5768E-4","0.28664688","0.0","5","7","false","MXD1","17.8","5","0","0","0.72348746","false","0","MXD1","3370","0.21538462"
"15541","3.16287095","1.9131E-4","0.31616845","0.16666667","4","6","false","UIMC1","61.0","4","0","0","0.75968101","false","0","UIMC1","4562","0.28403756"
"15543","3.63837129","0.0","0.27484825","1.0","2","7","false","TMEM150B","31.0","2","0","0","0.70684763","false","0","TMEM150B","0","0.51666667"
"15630","4.10144928","0.0","0.24381625","0.0","1","7","false","HLX","13.0","1","0","0","0.65539452","false","0","HLX","0","0.0"
"15648","3.5410628","1.0986E-4","0.28240109","0.3","5","7","false","HNRNPH2","16.2","5","0","0","0.71765969","false","0","HNRNPH2","1788","0.23188406"
"15655","3.40993789","6.4691E-4","0.29326047","0.1","5","6","false","HPCAL1","20.0","5","0","0","0.73222912","false","0","HPCAL1","17888","0.21086957"
"15657","3.95169082","2.845E-5","0.25305623","0.33333333","3","7","false","LRP10","9.33333333","3","0","0","0.67203435","false","0","LRP10","728","0.36"
"15661","3.99171843","5.45E-5","0.25051867","0.16666667","4","7","false","MARVELD1","5.75","4","0","0","0.66758684","false","0","MARVELD1","840","0.27631579"
"15665","3.93305728","2.576E-5","0.25425513","0.0","2","7","false","HSD17B11","12.5","2","0","0","0.67410475","false","0","HSD17B11","392","0.5"
"15715","3.25603865","4.35E-6","0.30712166","0.33333333","3","7","false","HYAL1","89.33333333","3","0","0","0.74932904","false","0","HYAL1","496","0.46596859"
"15732","3.44099379","2.3382E-4","0.29061372","0.0","2","7","false","MIIP","50.0","2","0","0","0.72877847","false","0","MIIP","8370","0.5"
"15872","3.21325052","3.553E-5","0.31121134","0.72222222","9","7","false","IL13RA1","43.22222222","9","0","0","0.75408328","false","0","IL13RA1","962","0.22165242"
"15926","3.25879917","6.996E-5","0.3068615","0.35714286","8","6","false","PDGFD","30.125","8","0","0","0.74902231","false","0","PDGFD","2630","0.20493197"
"15949","3.66045549","5.756E-5","0.27319005","0.0","3","7","false","USP32","16.33333333","3","0","0","0.70439383","false","0","USP32","1236","0.33333333"
"16014","3.20220842","3.157E-4","0.31228448","0.44444444","10","7","false","IL1RAP","42.8","10","0","0","0.75531018","false","0","IL1RAP","9820","0.20679612"
"16130","4.01173223","1.505E-5","0.24926888","0.0","2","7","false","LCN6","11.0","2","0","0","0.66536309","false","0","LCN6","172","0.5"
"16142","4.48102139","9.86E-6","0.22316341","0.0","2","7","false","KIAA0825","3.0","2","0","0","0.61321985","false","0","KIAA0825","104","0.5"
"16153","3.04002761","0.00214139","0.32894438","0.12820513","13","6","false","KPNB1","27.23076923","13","0","0","0.77333027","false","0","KPNB1","47304","0.10629921"
"16463","3.92891649","0.00295186","0.2545231","0.0","5","6","false","MAB21L3","7.4","5","0","0","0.67456483","false","0","MAB21L3","81130","0.2"
"16496","3.23809524","4.6E-7","0.30882353","0.66666667","3","7","false","TRIM8","87.0","3","0","0","0.75132275","false","0","TRIM8","28","0.46276596"
"16522","3.56038647","8.83E-5","0.28086839","0.2","6","7","false","TAF12","17.16666667","6","0","0","0.71551261","false","0","TAF12","1610","0.2370892"
"16541","3.51207729","3.4771E-4","0.28473177","0.2","5","7","false","ZNF143","18.2","5","0","0","0.7208803","false","0","ZNF143","10998","0.25428571"
"16551","3.90407177","1.272E-5","0.25614283","0.8","5","7","false","KCND1","12.6","5","0","0","0.67732536","false","0","KCND1","180","0.32307692"
"16559","3.63008972","1.2761E-4","0.27547529","0.53571429","8","7","false","KCNE3","13.5","8","0","0","0.70776781","false","0","KCNE3","3880","0.21428571"
"16561","3.82401656","6.19E-6","0.26150514","0.66666667","4","7","false","KCND3","13.5","4","0","0","0.68622038","false","0","KCND3","210","0.375"
"16593","3.19530711","8.834E-5","0.31295896","0.2","5","6","false","ZFHX3","49.6","5","0","0","0.75607699","false","0","ZFHX3","2928","0.24477612"
"16601","3.7184265","9.018E-5","0.26893096","0.0","3","7","false","SLC12A6","12.66666667","3","0","0","0.69795261","false","0","SLC12A6","2060","0.33333333"
"16604","3.8026225","1.789E-5","0.26297641","0.66666667","3","7","false","LOXHD1","10.33333333","3","0","0","0.6885975","false","0","LOXHD1","740","0.38271605"
"16620","3.34782609","1.5295E-4","0.2987013","0.06666667","6","7","false","PHF23","24.66666667","6","0","0","0.73913043","false","0","PHF23","3434","0.19512195"
"16633","3.87232574","3.2153E-4","0.25824274","0.0","2","7","false","TMEM185B","9.0","2","0","0","0.6808527","false","0","TMEM185B","8846","0.5"
"16661","3.72256729","4.3997E-4","0.26863181","0.3","5","6","false","KLHL21","11.2","5","0","0","0.69749252","false","0","KLHL21","10056","0.23478261"
"16667","4.18012422","3.244E-5","0.23922734","0.0","3","7","false","SEC14L1","5.33333333","3","0","0","0.64665286","false","0","SEC14L1","516","0.36111111"
"16687","4.03933747","0.0","0.24756535","0.0","1","7","false","MROH6","13.0","1","0","0","0.66229584","false","0","MROH6","0","0.0"
"16690","3.42374051","2.3945E-4","0.29207821","0.0","5","7","false","ZBED1","18.2","5","0","0","0.7306955","false","0","ZBED1","4084","0.21234568"
"16755","3.5010352","4.0489E-4","0.2856298","0.0","3","6","false","MOSPD2","27.0","3","0","0","0.7221072","false","0","MOSPD2","9968","0.36619718"
"16823","3.52449965","2.9011E-4","0.28372822","0.1","5","6","false","WWC3","15.0","5","0","0","0.71950004","false","0","WWC3","6510","0.21818182"
"16826","3.33402346","0.00111078","0.2999379","0.14285714","7","6","false","STK3","18.57142857","7","0","0","0.74066406","false","0","STK3","29642","0.17385445"
"16859","3.50310559","1.9745E-4","0.28546099","0.3","5","6","false","MICU1","17.0","5","0","0","0.72187716","false","0","MICU1","4370","0.24"
"16861","3.50931677","5.223E-4","0.28495575","0.1","5","7","false","RASSF2","13.2","5","0","0","0.72118703","false","0","RASSF2","12324","0.20655738"
"16874","4.42650104","0.0","0.22591207","0.0","1","7","false","LHFPL5","9.0","1","0","0","0.61927766","false","0","LHFPL5","0","0.0"
"16992","3.74672188","1.143E-5","0.26689998","0.0","2","7","false","PRDM5","13.5","2","0","0","0.69480868","false","0","PRDM5","166","0.5"
"16997","3.88267771","1.1799E-4","0.25755421","0.0","3","7","false","LMTK2","9.0","3","0","0","0.67970248","false","0","LMTK2","2106","0.33333333"
"16999","4.06901311","5.274E-5","0.24575984","0.0","2","7","false","ZDHHC18","14.0","2","0","0","0.65899854","false","0","ZDHHC18","598","0.5"
"17065","3.58247067","1.5967E-4","0.27913697","0.0","4","7","false","RAPGEF2","16.5","4","0","0","0.71305881","false","0","RAPGEF2","3444","0.26271186"
"17097","3.11939268","0.00113717","0.32057522","0.03571429","8","6","false","RILPL2","37.5","8","0","0","0.76451192","false","0","RILPL2","32770","0.16628959"
"17108","3.22291235","0.0","0.31027837","1.0","3","6","false","ZNF746","66.0","3","0","0","0.75300974","false","0","ZNF746","0","0.44"
"17112","3.16563147","8.3334E-4","0.31589274","0.07142857","8","6","false","PANK2","27.75","8","0","0","0.75937428","false","0","PANK2","23498","0.15482955"
"17134","3.77018634","0.0","0.26523888","0.0","1","7","false","LSM10","27.0","1","0","0","0.69220152","false","0","LSM10","0","0.0"
"17153","3.37129055","2.5666E-4","0.29662231","0.13333333","6","6","false","NPEPPS","19.83333333","6","0","0","0.73652327","false","0","NPEPPS","5798","0.18238994"
"17162","3.96963423","3.348E-5","0.25191238","0.0","2","7","false","RELT","10.5","2","0","0","0.67004064","false","0","RELT","814","0.5"
"17240","3.87922705","1.4667E-4","0.25778331","0.0","2","7","false","POLL","8.5","2","0","0","0.68008588","false","0","POLL","3762","0.5"
"17268","4.41407867","0.0","0.22654784","0.0","1","8","false","MANSC1","7.0","1","0","0","0.62065793","false","0","MANSC1","0","0.0"
"17327","3.79434092","1.218E-4","0.26355038","0.0","2","7","false","USB1","15.5","2","0","0","0.68951768","false","0","USB1","2966","0.5"
"17397","3.48378192","1.0153E-4","0.28704437","0.1","5","6","false","STRN4","16.2","5","0","0","0.72402423","false","0","STRN4","1618","0.22941176"
"17401","4.36991028","0.0","0.22883765","0.0","1","7","false","MAP7D1","6.0","1","0","0","0.62556552","false","0","MAP7D1","0","0.0"
"17448","3.28847481","5.956E-5","0.30409234","0.16666667","4","6","false","ZFP36L1","38.75","4","0","0","0.74572502","false","0","ZFP36L1","1628","0.27717391"
"17453","3.08488613","8.1607E-4","0.32416107","0.25","8","6","false","MKNK2","52.75","8","0","0","0.76834599","false","0","MKNK2","25848","0.21"
"17470","3.16977226","3.42E-6","0.31548008","0.83333333","4","6","false","MKNK1","79.5","4","0","0","0.75891419","false","0","MKNK1","112","0.39162562"
"17586","3.24499655","4.54E-5","0.30816674","0.0","2","6","false","MAST3","72.0","2","0","0","0.75055594","false","0","MAST3","1086","0.5035461"
"17601","3.5521049","2.9E-5","0.28152322","0.0","2","6","false","RNF141","22.0","2","0","0","0.71643279","false","0","RNF141","1104","0.5"
"17664","4.126294","0.0","0.24234822","0.0","1","7","false","MEGF9","17.0","1","0","0","0.652634","false","0","MEGF9","0","0.0"
"17675","1.0","0.0","1.0","0.0","1","1","false","METTL24","1.0","1","0","0","1.0","false","0","METTL24","0","0.0"
"17676","1.0","0.0","1.0","0.0","1","1","false","METTL9","1.0","1","0","0","1.0","false","0","METTL9","0","0.0"
"17692","3.23257419","1.76E-6","0.30935098","0.33333333","3","6","false","PDZD8","65.0","3","0","0","0.7519362","false","0","PDZD8","124","0.39672802"
"17705","4.05175983","1.0987E-4","0.24680634","0.0","2","7","false","MFSD6L","7.5","2","0","0","0.66091557","false","0","MFSD6L","2518","0.5"
"17721","3.60179434","1.2754E-4","0.27763939","0.26666667","6","6","false","SLC8B1","12.33333333","6","0","0","0.71091174","false","0","SLC8B1","3376","0.22839506"
