	logFC	AveExpr	t	P.Value	adj.P.Val	B	change
SEPTIN4	0.42466564013079	0.78054997774848	1.45324072286843	0.176577115463319	0.872378834614433	-4.55521489954294	Stable
PRR34-AS1	0.625995686702592	0.0569373483231824	1.69976146946415	0.119781556889733	0.857265311192949	-4.55524897092929	Stable
FAM104A	0.150921076066748	5.62409368691555	1.24881897791768	0.239962329819964	0.875719777324291	-4.55527392303738	Stable
PLXNA1	0.190585139221218	3.83424584014809	1.22165737071119	0.24964543563458	0.877509528594516	-4.55530937057384	Stable
ZNF182	0.110189090018371	3.87852819176008	1.22294500940045	0.249179373238312	0.877509528594516	-4.55532539604408	Stable
LINC00944	0.519339710367705	0.564027755243377	1.44952555117966	0.177587674494394	0.872378834614433	-4.55538810554918	Stable
MED31	-0.227186436526559	2.23481598477656	-1.2556473839505	0.237576595370154	0.875357662324813	-4.55539952894395	Stable
APOL2	-0.137546257415927	6.44102584707639	-1.24642578336212	0.240803070820649	0.875719777324291	-4.55540145804692	Stable
LINC02915	1.02862577284471	-0.799629955953473	2.1473467660008	0.0571156064031272	0.854474666675172	-4.55542513472947	Stable
CORO6	0.253501638192168	1.46311365862159	1.28916696734325	0.226144678409707	0.874480341476485	-4.55550888801092	Stable
REPS2	-0.331756983930245	5.28911972527399	-1.24228797936119	0.242262346629223	0.875913265932986	-4.55551491141204	Stable
IDI2-AS1	-0.358917281365074	0.962156256984222	-1.39297209641381	0.193592669135447	0.872378834614433	-4.55567851661448	Stable
TSPAN15	0.480883723292184	0.758335092326744	1.4967312770472	0.165110889723159	0.872378834614433	-4.55581839616418	Stable
KCTD17	0.144795586650445	3.47268242435799	1.2176295557788	0.251107845901887	0.87840831942185	-4.5558333834542	Stable
FAM238A	-0.611345589897285	0.0238780158175768	-1.75778184054783	0.109063292144463	0.857265311192949	-4.55593448371611	Stable
BORCS8-MEF2B	-0.450088575494332	2.6263102283468	-1.22613529827398	0.248027667317711	0.876664434269507	-4.55603912602193	Stable
SPON2	0.259190151839278	6.90592174011618	1.23117820714278	0.246215928886094	0.875913265932986	-4.55605661847224	Stable
RASGRF2	0.135931579698179	3.9422895162966	1.22267657747122	0.249276474571405	0.877509528594516	-4.55608058584586	Stable
ZSWIM3	-0.157662072404139	2.65900858692418	-1.2299204215806	0.246666802362811	0.875913265932986	-4.55610126380459	Stable
VEGFB	0.154833980505469	4.05861774276355	1.22249596667684	0.249341825061012	0.877509528594516	-4.55622612173235	Stable
LAMB1	-0.665375988760837	0.506131311139907	-1.5487780280024	0.152243427242535	0.872378834614433	-4.55625838000776	Stable
FAM171A1	-0.182057570133198	2.19018464394754	-1.24328901436487	0.24190865583936	0.875888265849112	-4.55626204391407	Stable
ABCG2	1.12355548793288	-0.809850819424207	2.12196463820031	0.0596180463283633	0.854474666675172	-4.55629982745957	Stable
FBN2	-0.321623372783971	2.73255272764405	-1.23139207859269	0.246139329551231	0.875913265932986	-4.55631059896856	Stable
UGDH-AS1	0.938476340552781	-0.381120465041548	1.86938417854528	0.090872733892062	0.857265311192949	-4.55635100560631	Stable
HNMT	0.181412107037725	3.13549843321182	1.22079613950858	0.24995755133443	0.877509528594516	-4.55641858256401	Stable
ARAP1	-0.214132337518535	9.35476714602766	-1.21666462700283	0.251459212424325	0.878783521033021	-4.55644226914956	Stable
XCR1	-0.598196876017881	0.588628733485332	-1.53889510670302	0.154617047663161	0.872378834614433	-4.55649254138152	Stable
HLCS	0.2051516242928	3.60854979150874	1.21805802829274	0.250951949866986	0.878378140320834	-4.55650044204078	Stable
MIR3945HG	-0.589487389820114	2.02026972991539	-1.33259465304532	0.212011261616568	0.872378834614433	-4.55653606718217	Stable
RNF8	0.27951140752474	2.87759414590136	1.22046787840473	0.250076598006815	0.877509528594516	-4.55659135870399	Stable
ZMYND10	0.365256561005259	0.985464377466776	1.39103140398595	0.19416297351109	0.872378834614433	-4.5566192631581	Stable
RAB3D	-0.264564739310965	7.24068100554144	-1.23558840716641	0.244640285221	0.875913265932986	-4.55677652151874	Stable
PITPNA	-0.147549697713028	6.85109309850719	-1.23924578734649	0.243339805265076	0.875913265932986	-4.5568378907248	Stable
ZNF584	0.262444914423554	1.58478461090014	1.29794484892362	0.223226839813865	0.872378834614433	-4.55684642566067	Stable
MED29	-0.0969629009815014	5.79635853520569	-1.24615517036811	0.240898288956289	0.875719777324291	-4.55690205032495	Stable
DNASE1L3	0.603488003910883	0.0866657480085543	1.69492079605205	0.120717510242116	0.857437473074036	-4.55701621982156	Stable
