logFC	AveExpr	t	P.Value	adj.P.Val	B	change
BCL6	-1.18098561154165	8.18962014640424	-11.278110627672	5.69491259170123e-08	2.06640958003322e-05	8.86581876538253	Down
RNF24	-1.01368422058937	8.73936441208823	-11.2013826202069	6.16363282305699e-08	2.1566110988389e-05	8.79066190591171	Down
CR1	-1.28764249302693	8.26082015293922	-10.9454544084328	8.0507875451483e-08	2.6291188526606e-05	8.52827994544037	Down
SOCS3	-1.7238523878873	5.36360534036796	-11.317651061128	5.46841396538922e-08	2.06640958003322e-05	8.52339328323871	Down
GLT1D1	-1.0544779291459	6.61767212813576	-10.8866964779903	8.56616068615905e-08	2.70718310459033e-05	8.43063773252075	Down
STX3	-0.785723646525005	7.37268206628416	-10.7154830350647	1.02800409334721e-07	3.1472987820383e-05	8.28381205111878	Down
LILRB3	-1.00371982373926	7.168329503338	-10.6155961642491	1.14468022642386e-07	3.39831278129531e-05	8.17657654970523	Down
KREMEN1	-1.98589769012726	5.0358759245082	-11.0214494653344	7.43294893786466e-08	2.51105519807793e-05	8.0227194042809	Down
FCGR3B	-0.896648230690449	10.1916907803648	-10.4486257481707	1.3725641286312e-07	3.84200307662854e-05	8.00346628307956	Down
SLC25A44	-0.856539720012378	6.78901681751153	-10.4490930973635	1.37186232601458e-07	3.84200307662854e-05	7.99050265950215	Down
TECPR2	-1.04492767954999	7.59919737096772	-10.4123943922123	1.42815916527813e-07	3.88657648395274e-05	7.96508305850304	Down
PLXNC1	-0.848786138210334	9.34441801903727	-10.2879551295722	1.63822166758419e-07	4.23583901327199e-05	7.82877906841955	Down
FAM157C	-1.19033547098659	8.15877886191229	-10.2838472104112	1.64569697525052e-07	4.23583901327199e-05	7.82623258099672	Down
MGAM	-1.25123411481317	8.65953828117154	-10.2619273739675	1.68620722177817e-07	4.23583901327199e-05	7.80131055205961	Down
SOD2	-0.809924251075662	10.7256410320879	-10.2061286023381	1.79422455353741e-07	4.32392980689767e-05	7.73821720886421	Down
SLC11A1	-1.17832765415106	8.40020366870572	-10.1907624179337	1.82525483035249e-07	4.32392980689767e-05	7.72370986154734	Down
S100A9	-1.10521444002362	9.44777540995958	-10.1769295576429	1.85368022751559e-07	4.32392980689767e-05	7.70630963167636	Down
ECE1	-0.894454509569839	8.13888559435645	-9.97056512810675	2.33899608306844e-07	5.32910340135384e-05	7.47899406117704	Down
KDM6B	-0.933411109886656	8.63179149808867	-9.94650992399266	2.40386286006885e-07	5.35241919093056e-05	7.45032401711065	Down
ANPEP	-0.963684438982464	8.33657385390431	-9.86467201283828	2.63935429219288e-07	5.70188827763133e-05	7.35877892521303	Down
NOD2	-0.987249677280756	7.22387429237695	-9.85224638651032	2.67721609442729e-07	5.70188827763133e-05	7.34870662629023	Down
MXD1	-0.79223899183047	9.87971670111858	-9.74520633673056	3.02848509690681e-07	6.26455644649566e-05	7.21745387642147	Down
CXCR1	-0.883083112040735	9.54836622233097	-9.70023793887493	3.19048212655046e-07	6.37901089669691e-05	7.16626279101996	Down
GAB2	-0.721451745442309	7.54451211716874	-9.6738229663525	3.28994149072765e-07	6.44631135693175e-05	7.14478876180823	Down
QPCT	-1.42208104377515	5.79906819840441	-9.7336401412587	3.06929375759714e-07	6.26455644649566e-05	7.13149780469812	Down
NIBAN1	-0.89458370376207	9.59838360779365	-9.65467360286613	3.36411452634536e-07	6.4623980420795e-05	7.11304671950808	Down
HRH2	-0.912686216276901	7.53418770289143	-9.60794069505251	3.55274054002379e-07	6.55205839522189e-05	7.0690551532832	Down
FPR2	-1.08108561108156	7.63737831671972	-9.59872944359945	3.59123635473588e-07	6.55205839522189e-05	7.05806717270337	Down
CREB5	-0.887855386147972	7.75968396046864	-9.59394119468721	3.61142342902911e-07	6.55205839522189e-05	7.05081563514385	Down
LILRB2	-0.762436787012231	7.80461154851573	-9.56344113905822	3.74289197129941e-07	6.66711138960369e-05	7.01562198046923	Down
NAMPT	-0.897741354369478	10.9343177285595	-9.54039220935613	3.84563419695592e-07	6.72779968349592e-05	6.9796238092779	Down
MBOAT7	-0.92479351322608	9.29585566203248	-9.50000525186661	4.03300228171451e-07	6.93181111472931e-05	6.93307792188815	Down
FFAR2	-1.07528784613363	7.45246326714538	-9.41317700486348	4.46968769311543e-07	7.54991902231929e-05	6.84299234637032	Down
LYN	-0.658505118044225	9.22322666152847	-9.38575879926653	4.61787273687399e-07	7.66801681409397e-05	6.79782770204355	Down
MMP25	-1.15205926241819	9.27199609468813	-9.36379629118368	4.74035808099638e-07	7.74021468658693e-05	6.77189734558859	Down
FLOT1	-0.91764176724475	6.32423088299975	-9.27628104405708	5.26403024986123e-07	8.40060441935579e-05	6.67978083934088	Down
FRAT2	-1.04850261717095	7.98597865346169	-9.26806184647382	5.31629553945146e-07	8.40060441935579e-05	6.66623523740935	Down
DOK3	-1.08706566635602	7.9728963798813	-9.21453186422265	5.67054727047948e-07	8.62905288643118e-05	6.60128206738647	Down
TLE3	-0.821224091210691	8.99871156966104	-9.21188968131236	5.68867353801473e-07	8.62905288643118e-05	6.59023257252495	Down
IL6R	-0.763297363143751	8.77545661168823	-9.20660647828514	5.72510398711878e-07	8.62905288643118e-05	6.5851955849806	Down
SERPINA1	-0.77929435287365	8.84497357345093	-9.1861583190104	5.86847122787389e-07	8.71112312416372e-05	6.55978144884884	Down
SEMA4A	-1.00038504701846	7.14307432948045	-9.15756744148054	6.07539435560755e-07	8.75303507380693e-05	6.54225176807889	Down
ZDHHC18	-0.897307456281299	8.43727830299082	-9.16772164562857	6.00102576997856e-07	8.75303507380693e-05	6.54091813068683	Down
FAM157B	-1.04634885480613	6.41438852304249	-9.12168724359773	6.34616417854118e-07	8.88333487559668e-05	6.50184779365353	Down
LILRA2	-0.778967861821807	7.24789052911951	-9.12155544816648	6.34718221181757e-07	8.88333487559668e-05	6.49905092784496	Down
SDCBP	-0.748847344097035	8.85359632748017	-9.1043839323988	6.48132453426143e-07	8.92151725957762e-05	6.46070345893884	Down
RASGRP4	-1.00329812675202	7.52859724861665	-9.08722679477018	6.61838291906289e-07	8.92151725957762e-05	6.45318500927923	Down
DENND5A	-0.72369277251982	8.43371597282874	-9.07908947381131	6.68446645972553e-07	8.92151725957762e-05	6.43248528162127	Down
FPR1	-0.944703152472171	9.48597527554107	-9.07247297504782	6.73871876297585e-07	8.92151725957762e-05	6.41873826979575	Down
LRRC4	-0.868493530363571	6.32443218021121	-9.00049843627608	7.36021688190461e-07	9.48790063052887e-05	6.35611345975253	Down
RNF149	-0.75474051577023	8.54777642616208	-9.00995777615036	7.27515304873291e-07	9.48790063052887e-05	6.34696103685856	Down
ITGAX	-0.865780362828364	9.61926219418883	-8.94639819580127	7.86757184014901e-07	0.000100102079633688	6.2625827676209	Down
MSL1	-0.715916964220818	8.27326308984917	-8.9146695124425	8.18239263970438e-07	0.000102752450715288	6.23191670445193	Down
SLC2A3	-0.912246402774897	8.16389655567664	-8.904546754879	8.28564214199015e-07	0.000102752450715288	6.22021383755645	Down
HSPA1A	-0.817433773272563	7.69994231575852	-8.89000018563123	8.43645594853808e-07	0.00010283899983012	6.20739229200913	Down
MEGF9	-0.652913195651539	8.84631660370366	-8.88371138228853	8.5025609740122e-07	0.00010283899983012	6.18833193509078	Down
STAT5B	-0.743544526433507	8.81219429734796	-8.82108146444054	9.19190418866601e-07	0.000108497693176338	6.11075176332218	Down
APOBR	-0.756259226322566	6.44939036140536	-8.76475700035301	9.86291385439381e-07	0.000113886386958806	6.07240328670729	Down
CXCR2	-0.837086022451032	10.1888829017344	-8.76330199707209	9.88092568286059e-07	0.000113886386958806	6.03240645786021	Down
CCNJL	-0.835379096094367	6.47457366279959	-8.71857868747109	1.04520473332104e-06	0.000117699664049957	6.01541257847958	Down
LIMK2	-0.978659934231346	7.81106000464089	-8.70177859940596	1.06756010133321e-06	0.000118850980826834	5.97118272001693	Down
MANSC1	-1.17976600925994	5.05102902070785	-8.73058617286648	1.02953310422536e-06	0.000117282974675533	5.87499336153019	Down
RTN3	-0.754267960651308	7.93205430872901	-8.61612934411892	1.18974187310488e-06	0.00013096518124504	5.86131797217289	Down
PACSIN2	-0.752266136739127	6.81026698110763	-8.59872317904809	1.21634977065192e-06	0.000132406430034187	5.86128892975126	Down
PLIN3	-0.932663514568178	6.11379934065332	-8.54826033022283	1.29714099930523e-06	0.000136646133012832	5.80260277945012	Down
CPEB4	-0.650656387227819	7.46589186228269	-8.55976217260883	1.27823568673518e-06	0.000136118206771137	5.79729919194793	Down
SORL1	-0.697804309720876	11.4815218246598	-8.56182615490996	1.27487437924937e-06	0.000136118206771137	5.77834652988192	Down
PDLIM7	-1.11051398411305	6.49500607076647	-8.51593278182327	1.35189195636373e-06	0.000140898781877611	5.76460797376204	Down
ADM	-1.62660821092589	4.536851333254	-8.82533964707222	9.14319552347535e-07	0.000108497693176338	5.73336544745309	Down
TLR8	-0.770793960609536	7.41964737064773	-8.50639270795799	1.36851643027194e-06	0.000141130057551308	5.73042708149141	Down
JUNB	-0.795412848647798	7.75883273128124	-8.47263492172134	1.4291154602409e-06	0.000145521357745408	5.68078492038483	Down
TREM1	-0.944513071468253	7.92921474202567	-8.46629859358905	1.44080552223176e-06	0.000145521357745408	5.66900580568239	Down
FLOT2	-0.907702156719399	8.58907885023633	-8.45345465982469	1.46481564297173e-06	0.00014643672300198	5.64429742621376	Down
IL1RN	-1.10080910940954	5.75186735647728	-8.36226031006041	1.64805842199077e-06	0.000159259518029935	5.55764529078396	Down
HSPA6	-0.914480598344863	6.84175883915161	-8.35557118509496	1.66242909928717e-06	0.000159259518029935	5.55177986924923	Down
AP5B1	-0.98881879201971	8.474899674798	-8.37663868338113	1.61761478822936e-06	0.000158812214478981	5.54589527091001	Down
MPZL3	-0.698250041483593	6.48035955321998	-8.34056475752151	1.69515664327373e-06	0.000159687015713007	5.54108005715778	Down
SLC6A6	-0.707426945142466	9.10345089089356	-8.37501185217132	1.62102903418374e-06	0.000158812214478981	5.5375101860727	Down
RARA	-0.863846618767435	7.6032600100985	-8.35006317557051	1.67436259641557e-06	0.000159259518029935	5.52635019199188	Down
IFITM2	-0.969929647884143	9.54851909219196	-8.3019272913023	1.7826231547061e-06	0.000166327229015769	5.43906396672543	Down
RBM47	-0.759763386421351	7.50668905274302	-8.27860842807556	1.83772969586457e-06	0.000168263904956871	5.43318551996503	Down
FBXL5	-0.619362815044381	8.29588384844419	-8.28670386320419	1.81839578061095e-06	0.000168064372289108	5.42940478291912	Down
LRG1	-1.4268828197308	5.8647648159307	-8.22562683095162	1.96979787417559e-06	0.000175437361575438	5.39323977162019	Down
S100A11	-1.05854866833584	7.8298044590391	-8.23369475639897	1.94905064061457e-06	0.000175437361575438	5.36911217146214	Down
XPO6	-0.797546930050922	9.95289481108355	-8.23058014217855	1.95703235770509e-06	0.000175437361575438	5.34325978923552	Down
ELAPOR1	-0.736769189969239	6.75570831995623	-8.18480141349726	2.07845379098716e-06	0.00018013733567194	5.33168576908701	Down
USB1	-0.78090950912577	6.24693923442262	-8.16468412365009	2.13432839451299e-06	0.000180258752422791	5.3187178888794	Down
TLR4	-0.683194708490587	8.6367763887928	-8.19734006717361	2.04441844683642e-06	0.00018013733567194	5.30737760577283	Down
H3-3B	-0.564080176380477	8.45530410219753	-8.17175693636065	2.11450378710556e-06	0.00018013733567194	5.2758865743461	Stable
CSF2RB	-0.833996486902898	9.94155400828757	-8.179479288629	2.09308240801534e-06	0.00018013733567194	5.27533246355375	Down
CSF3R	-0.844091054392454	11.4025410310651	-8.17645290363023	2.1014497518647e-06	0.00018013733567194	5.27358412427547	Down
LITAF	-0.824228073306186	9.44805339927894	-8.15791493029278	2.15348752657935e-06	0.000180322370067504	5.24867251099963	Down
HCAR3	-1.13480192159285	6.5268763334035	-8.10877217005908	2.29819340997811e-06	0.000188012976930084	5.24171256493613	Down
NFAM1	-0.801784144360955	8.94535815727045	-8.13893021438379	2.20820491703292e-06	0.000183337148916708	5.22671314031014	Down
LILRA6	-1.14448839282556	6.53293931605051	-8.09495646662868	2.34071553771237e-06	0.000189520579528661	5.22221762000667	Down
SIGLEC5	-1.04965532075054	5.61109719401078	-8.07829168511108	2.39312468028398e-06	0.000192175758137231	5.19320011385701	Down
LRRK2	-0.545294876721142	10.0532410831878	-8.10722808981129	2.30290468833419e-06	0.000188012976930084	5.17820853263167	Stable
HAL	-0.861488257606792	5.65249586200308	-8.06102914697796	2.44873401614843e-06	0.000193469735130695	5.17749219238393	Down
USP32	-0.576700007130177	8.00129738506226	-8.06746242668895	2.42785070215595e-06	0.000193379295357901	5.14267022979514	Stable
IL4R	-0.847141607665004	7.59288278138483	-8.04121444263563	2.51426623799248e-06	0.000197058130668899	5.11647697994481	Down
CRISPLD2	-0.835736446557683	6.78359550519836	-8.00133782411416	2.65187799690025e-06	0.00020457046248529	5.09063530832182	Down
TUBA1A	-0.841768024213662	7.83258886279892	-8.01760317551063	2.59480253384899e-06	0.000201756193842211	5.08081665851054	Down
F5	-0.976444923483025	5.85565026557681	-7.96488666225413	2.78469816866713e-06	0.000213110867398811	5.06161982129972	Down
GK	-0.750974291708674	6.19460713536842	-7.95344220294321	2.82784656138057e-06	0.000213110867398811	5.04407012495762	Down
MAPK14	-0.644397965295622	8.14312063950426	-7.95513458442347	2.82142127337308e-06	0.000213110867398811	4.98897256800672	Down
TLR1	-0.565642245997872	7.84303415452017	-7.93602171718622	2.89489805441339e-06	0.000216498597244946	4.96796699407931	Stable
CKAP4	-0.965299600524666	5.59265194261459	-7.86591270999504	3.18235827671238e-06	0.000232668388335456	4.91939471255821	Down
PRKCD	-0.6181420877395	7.11502339902083	-7.87966130731535	3.12367834266555e-06	0.000231838460023442	4.91357804983301	Down
TRIM25	-0.795327965347305	8.37927595407302	-7.87061887752459	3.16214103612907e-06	0.000232668388335456	4.87050257829085	Down
MINDY1	-0.669361018255684	6.53337751829138	-7.82267788961067	3.37466011767699e-06	0.000243099596859423	4.8613223485975	Down
ITPRIP	-0.662009623415378	7.9309162131351	-7.85808808151926	3.21627728724878e-06	0.000233406433949454	4.86093962990874	Down
ETS2	-0.722625350999019	6.23417562100027	-7.81003829077749	3.43318766378686e-06	0.000244520143448141	4.85190949382024	Down
PLBD1	-0.812430744560085	6.6413443810062	-7.8012095947462	3.47470912926262e-06	0.000244520143448141	4.82562388733109	Down
ACTN1	-0.717907814366104	8.85691010827955	-7.80458413300038	3.45877588405589e-06	0.000244520143448141	4.77355904388716	Down
HCK	-0.937518562270456	8.3355856519005	-7.79710084341284	3.49421456392159e-06	0.000244520143448141	4.77018276037467	Down
HCAR2	-1.2501172089393	6.11967945673839	-7.73525587200935	3.80231898197429e-06	0.000260511850666314	4.75630366596202	Down
IFITM3	-0.758048985012129	6.74855889781383	-7.75090448170716	3.72172112567017e-06	0.000258593630270856	4.7499704895494	Down
MMP9	-1.97147848722827	5.94622218503259	-7.71544584000347	3.90702312675434e-06	0.000263873397707582	4.73268490007859	Down
TRPM6	-1.00948501060815	5.42592973574414	-7.70785331755139	3.9479621317728e-06	0.000263873397707582	4.69961515492344	Down
RUBCNL	-0.776722195995138	6.41354515798023	-7.68104979812838	4.09617544504531e-06	0.000269184552754961	4.67234918927018	Down
IGF2R	-0.686517894484403	10.4664697188514	-7.73521912338493	3.80251042617974e-06	0.000260511850666314	4.67036787234329	Down
MMP25-AS1	-0.839469256506432	6.74833306490418	-7.67972999746441	4.10362469153079e-06	0.000269184552754961	4.6572392681343	Down
SIRPB1	-0.743488888593633	7.89865794591039	-7.70576301868684	3.95931300020563e-06	0.000263873397707582	4.65058672163372	Down
PTAFR	-0.758377422386937	8.6604446281665	-7.71215862120179	3.92469214944313e-06	0.000263873397707582	4.64898985566868	Down
CCR1	-0.792196724602738	6.74206234036541	-7.65399121825497	4.25181802954587e-06	0.000274046455496453	4.61955576034371	Down
BST1	-1.10988172011368	5.65915808917048	-7.62550408737055	4.42249659889653e-06	0.000281345449216813	4.60982103841858	Down
NCF2	-0.711974565540389	8.79359637149829	-7.67658508973853	4.12143338912362e-06	0.000269184552754961	4.59706879235923	Down
RASSF2	-0.683619038631001	9.31905660751937	-7.65494937159904	4.2462005447328e-06	0.000274046455496453	4.56189887990863	Down
C5AR1	-0.972449282755161	8.35469146152255	-7.63675058128198	4.35425919842964e-06	0.000278814884751733	4.54738149208141	Down
DENND3	-0.726526110038897	9.15368016102148	-7.60605378469417	4.54320866241593e-06	0.000287160098488315	4.4948865302142	Down
ADGRE2	-0.678986436274887	8.18091642566762	-7.58081641886791	4.70508406962769e-06	0.000294725763037239	4.47035780538862	Down
ICAM3	-0.753746239764332	8.94882218404602	-7.5780690220414	4.7230728587166e-06	0.000294725763037239	4.45798092774619	Down
CHST15	-0.76323419102976	8.91203064148688	-7.56909031639791	4.78237344789013e-06	0.000296130779062081	4.44417191525007	Down
RAB11FIP1	-0.581296346933351	9.03579764349547	-7.56553966055719	4.80604204050943e-06	0.000296130779062081	4.43858427576671	Stable
ULK1	-0.745849079548385	7.41918865057645	-7.51546707604413	5.15342102664444e-06	0.000313590470795252	4.40296926913694	Down
TP53I11	-0.889236852335531	5.8614491486061	-7.46293387231967	5.54673202345671e-06	0.000329341415962457	4.39256555810444	Down
CPD	-0.600818778735901	8.44200832960605	-7.52648170277006	5.0747796306954e-06	0.000310735100262018	4.39047006078236	Down
RGS2	-0.808180832586711	7.78724884028277	-7.50259508662958	5.24696839013431e-06	0.000317312032828061	4.37067357525347	Down
INKA2	-0.682092261434783	7.52386141447061	-7.47018157225102	5.49062251156167e-06	0.000329341415962457	4.33301375366439	Down
KCNJ2	-0.867769042000942	7.21899466732772	-7.45686978326576	5.59414667263812e-06	0.000330155752721902	4.32220491542613	Down
LINC02649	-1.06295079435898	4.6548729199737	-7.46425350749157	5.53647059878495e-06	0.000329341415962457	4.2838683935013	Down
LINC01001	-1.06810680334646	6.62981179732305	-7.40337588509947	6.031559005273e-06	0.00034302148043608	4.27976436591723	Down
NLRP12	-0.936291091427528	6.79323945864588	-7.40558001988268	6.01283586369009e-06	0.00034302148043608	4.27639310395937	Down
SLC15A3	-0.75539945441689	6.89919504776875	-7.41096253272849	5.96737289988092e-06	0.00034302148043608	4.27494013100556	Down
MARCKS	-0.812492836954618	6.79269758176604	-7.40036521760537	6.05723345059119e-06	0.00034302148043608	4.2616298736602	Down
ARAP3	-0.869918581406092	6.85033866584915	-7.39283480569006	6.12196135251652e-06	0.000344694571095427	4.25697607361148	Down
MEFV	-0.689330572290356	8.17490097328895	-7.42783750866722	5.82719225750759e-06	0.000339815491350011	4.2551607253422	Down
SRGN	-0.815542899633568	9.2216623159203	-7.43191177284959	5.79387451840244e-06	0.000339815491350011	4.24737333851152	Down
LPAR2	-1.01653701144914	6.38820956086754	-7.36758899618819	6.34437926364517e-06	0.000355176477976753	4.24533093402923	Down
FCGR1BP	-1.01562307751079	5.14793851976777	-7.35969941019935	6.41563578076435e-06	0.000357124907637206	4.23894844123298	Down
ZYX	-0.722707866963026	9.13177456102186	-7.40851188637787	5.98802662609673e-06	0.00034302148043608	4.21454816476859	Down
TSEN34	-0.958851807014412	5.94923086473416	-7.32173084449066	6.77065066108266e-06	0.000372936435351383	4.19797012010049	Down
CEACAM3	-1.07888931725952	5.57678166298621	-7.28187290021576	7.16588430195089e-06	0.000392202058693927	4.14564002221882	Down
AGO4	-0.550661136441921	7.87944798648967	-7.3211939774553	6.77581764749885e-06	0.000372936435351383	4.10881482273449	Stable
TREML2	-0.854139449009047	6.01241777418507	-7.23093207978618	7.70703428322739e-06	0.000414066776975741	4.06348980305858	Down
ALPK1	-0.631756739477859	7.12352995674619	-7.25707344742673	7.42410782253452e-06	0.000404077690763171	4.04058604529723	Down
FAM53C	-0.701960431700662	7.31601751661241	-7.22845502815072	7.7344309672921e-06	0.000414066776975741	3.9954521593008	Down
PHC2	-0.96633723810925	8.09966778785581	-7.23604565387245	7.65080255363535e-06	0.000414066776975741	3.9835149767627	Down
NCF4	-1.09489142868336	6.94070111974979	-7.17320689370505	8.37314558745299e-06	0.000443414634163659	3.93918380437716	Down
MCL1	-0.520293492567397	10.3700336983601	-7.20488054542529	8.0004051831243e-06	0.000425978095538417	3.91430633190063	Stable
CAMKK2	-0.632279162832541	7.14170674091372	-7.15433522621635	8.60395911430901e-06	0.000453188104531642	3.89710481381339	Down
RNF141	-0.687699299372121	6.42956941121883	-7.08658569548133	9.48983479569026e-06	0.000491914875626336	3.83373886048314	Down
FOS	-0.946899858196296	6.49659347285374	-7.07646757110854	9.63023463658461e-06	0.000496565309129576	3.82131023068538	Down
IRAG1	-0.94550592651014	6.01525702844275	-7.04757988056963	1.00433485677545e-05	0.000505605531101952	3.79728532594212	Down
TALDO1	-0.761868640476927	8.23983059078954	-7.09037016773813	9.43788076458614e-06	0.000491824031120481	3.76622482883623	Down
IL17RA	-0.679496762790134	9.41047962163097	-7.09343134541967	9.39607711293919e-06	0.000491824031120481	3.75373775290068	Down
TPD52L2	-0.661301857935804	7.03397170633214	-7.04619642491422	1.00635989144514e-05	0.000505605531101952	3.74603638636591	Down
PTPRJ	-0.617526748324076	9.30892825183633	-7.06571046283414	9.78192152463099e-06	0.000499209109929109	3.713666367261	Down
SSH2	-0.609738547129828	9.92912011637159	-7.06560520054776	9.783418302173e-06	0.000499209109929109	3.70977744762585	Down
LRP10	-0.712083328949831	9.6663147564523	-7.04771008447427	1.00414449339908e-05	0.000505605531101952	3.68489674448158	Down
IL1B	-1.07605522533339	5.04016886286091	-6.96289385528795	1.13664730285774e-05	0.000559584604326498	3.68207623088459	Down
FCAR	-1.14019543416827	5.17100970800313	-6.93829913946612	1.1784497644768e-05	0.000570544472713088	3.65630255166202	Down
CYP4F3	-0.81101580388234	7.32389423471541	-6.99497179532002	1.08447462874624e-05	0.00053931969227548	3.65538999641245	Down
CSRNP1	-0.943996626546273	5.71908796008328	-6.92981788825724	1.19324046673572e-05	0.000573047884931858	3.65188451433814	Down
VMP1	-0.51239037389184	8.64151341073153	-7.00921543390483	1.06212826215479e-05	0.000530901560425024	3.63862699163478	Stable
SNN	-0.668208478919856	7.27127072002172	-6.97389268811009	1.11846469509216e-05	0.000553414071606964	3.6248670512781	Down
F2RL1	-0.833910010587535	5.64013291362189	-6.89004599506396	1.26527372818491e-05	0.000595956092068632	3.59642418697976	Down
TRIM8	-0.604775309004127	7.49813622141137	-6.93613573614045	1.18220402123871e-05	0.000570544472713088	3.55969891013626	Down
SBNO2	-0.869488946011982	8.47470718924084	-6.94511558401372	1.16670331389628e-05	0.000568816250341492	3.5458302915562	Down
TNFRSF1A	-0.73571558080533	8.50129027181109	-6.94493611574138	1.16701098620639e-05	0.000568816250341492	3.54524075585971	Down
BTG2	-0.509595014796455	7.65064907037123	-6.90909460609779	1.23021479524505e-05	0.000587922651171498	3.51362485662731	Stable
MSRB1	-1.21187106547584	7.72899412439904	-6.90193678275256	1.24326641138688e-05	0.000591275778269772	3.50595538187898	Down
PEAK3	-0.845041154135082	5.75896363217534	-6.81706587613812	1.40971457528474e-05	0.000648402520848105	3.4881641283682	Down
IQSEC1	-0.571082046636112	9.13637386446233	-6.89697215325155	1.25240512630741e-05	0.000592744590455736	3.4640864322454	Stable
SLC45A4	-0.647002508237535	7.84200692784715	-6.87815453898285	1.28769577642474e-05	0.000603615096728859	3.4608417755256	Down
KRT23	-0.970590577161003	5.85566262619566	-6.77402706724579	1.50300486741357e-05	0.000667670530736858	3.41500992601988	Down
TLR5	-1.07492651960402	5.3102687837432	-6.76081855580871	1.53293057086227e-05	0.000676491928051245	3.41361656391826	Down
TOM1	-0.771923833461257	6.05495308495297	-6.77263640960018	1.50612623550929e-05	0.000667670530736858	3.40723737648734	Down
PELATON	-0.857991103248149	6.9263306688626	-6.81002992578004	1.42453592196892e-05	0.000649124578024628	3.39381992477059	Down
TMEM154	-0.53701506141838	9.19554810373307	-6.85025200761092	1.34197806013953e-05	0.000626064716913665	3.39279567744842	Stable
SLC19A1	-0.858186496154013	7.60863892511376	-6.82105723016456	1.40137945208747e-05	0.000647609174155706	3.3852800166232	Down
CAMK1D	-0.475902390617841	7.7133917441415	-6.82427112867381	1.39470585042242e-05	0.000647579773298029	3.38199364242437	Stable
HIP1	-0.671346845983621	7.23345497886422	-6.79256401187919	1.46204657779659e-05	0.000659600623033602	3.35586299269911	Down
STK40	-0.707505146649866	8.1066367104212	-6.8111684101922	1.42212652997061e-05	0.000649124578024628	3.35231561361516	Down
