"gene_name","T1_value","T2_value","T3_value","change_type"
"APOBR",0,0.648521603665061,-0.107737622657505,"Up"
"UBXN2B",0,0.646762561572261,0.207212642907914,"Up"
"LINC02649",0,1.12457659583672,0.0616258014777333,"Up"
"NOTCH2",0,0.698252352823571,0.112862228082223,"Up"
"USB1",0,0.709489544702825,-0.0714199644229456,"Up"
"SLC25A44",0,0.599065223116197,-0.257474496896181,"Up"
"TREML2",0,0.884187900858797,0.0300484518497504,"Up"
"TLR4",0,0.621684648861422,-0.0615100596291658,"Up"
"ACTN1",0,0.684739995876033,-0.033167818490071,"Up"
"MBOAT7",0,0.721499033714164,-0.203294479511916,"Up"
"FPR2",0,0.823612722697233,-0.257472888384324,"Up"
"HCG27",0,0.630528067898438,0.0779562010497408,"Up"
"HSPA6",0,0.796914327952097,-0.117566270392766,"Up"
"PLBD1",0,0.760320155296637,-0.0521105892634477,"Up"
"CXCR2",0,0.701394305374663,-0.135691717076369,"Up"
"LRRC4",0,0.690354739950343,-0.178138790413228,"Up"
"ITGAX",0,0.705323616273791,-0.160456746554573,"Up"
"FAM126B",0,0.828202144286318,0.110710914215392,"Up"
"MANSC1",0,0.934570358213838,-0.245195651046103,"Up"
"SDCBP",0,0.597207980997984,-0.151639363099051,"Up"
"MPZL3",0,0.59902129066687,-0.0992287508167236,"Up"
"DNAJC3",0,0.627087337148478,0.166351829832462,"Up"
"ENTPD1",0,0.722667800132019,0.155841979674664,"Up"
"THBS1",0,0.843055990822682,0.220024218078609,"Up"
"NUMB",0,0.59074078729352,0.0774167445116873,"Up"
"FLOT1",0,0.691470866085058,-0.226170901159692,"Up"
"LILRA6",0,0.99522058833946,-0.149267804486102,"Up"
"GK",0,0.664219139789579,-0.0867551519190952,"Up"
"SSH2",0,0.615857800541674,0.00611925341184616,"Up"
"SLC6A6",0,0.599302546222555,-0.108124398919911,"Up"
"CSNK1A1L",0,1.43793631813732,0.352811271522188,"Up"
"NFAM1",0,0.690972896624046,-0.110811247736908,"Up"
"CNTNAP3",0,0.859401370310838,0.0906012381054868,"Up"
"PTPRJ",0,0.61245647872769,-0.00507026959638601,"Up"
"SIPA1L2",0,0.828236606435908,0.214777127029851,"Up"
"NOTCH2NLA",0,0.638101762995226,0.174984951490125,"Up"
"NAIP",0,0.664147701047027,0.053500845367787,"Up"
"RASGRP4",0,0.75837477232841,-0.244923354423607,"Up"
"IL17RA",0,0.666536101292531,-0.012960661497603,"Up"
"LRG1",0,1.13241767941226,-0.294465140318541,"Up"
"QPCT",0,0.917321810723022,-0.504759233052126,"Up"
"IGF2R",0,0.611542054277164,-0.0749758402072391,"Up"
"JAML",0,0.614310769741815,0.0152152961538672,"Up"
"ZFP36L1",0,0.667243013961526,0.152643942563298,"Up"
"S100A8",0,1.21519438334573,0.0624342589339992,"Up"
"CSF2RB",0,0.69264276665966,-0.141353720243238,"Up"
"IFITM2",0,0.792805825589337,-0.177123822294806,"Up"
"HCAR2",0,1.05709444494218,-0.193022763997114,"Up"
"MYADM",0,0.724786004603633,0.0155494613636726,"Up"
"TLR5",0,1.06864976838951,-0.0062767512145081,"Up"
"RUBCNL",0,0.66881537536696,-0.107906820628178,"Up"
"SLC12A6",0,0.614888784327245,0.121187422913563,"Up"
"MMP25",0,0.811334922028747,-0.340724340389441,"Up"
"GNG10",0,1.08543238787952,0.0436577862563654,"Up"
"ZFP36",0,0.676004896113708,0.1380658183793,"Up"
"SRPK1",0,0.603964335506324,-0.0211551743097163,"Up"
"KRT23",0,0.927277799982643,-0.0433127771783601,"Up"
"HAL",0,0.672664222282817,-0.188824035323975,"Up"
"JUNB",0,0.602188545956592,-0.193224302691206,"Up"
"HCK",0,0.771712952576255,-0.165805609694201,"Up"
"PGD",0,0.766107121966876,0.00147315635226786,"Up"
"SLC15A3",0,0.644894684019722,-0.110504770397168,"Up"
"UBE2D1",0,0.618696756325726,-0.0397229050547256,"Up"
"MMP9",0,1.4681422603676,-0.503336226860665,"Up"
"CRISPLD2",0,0.647343332158067,-0.188393114399616,"Up"
"HCAR3",0,0.846079003193322,-0.288722918399525,"Up"
"RGS2",0,0.669384397031914,-0.138796435554797,"Up"
"FLOT2",0,0.667720462258657,-0.239981694460742,"Up"
"C5AR1",0,0.79146397821737,-0.18098530453779,"Up"
"ZYX",0,0.608216606747314,-0.114491260215711,"Up"
"MMP25-AS1",0,0.664350006017444,-0.175119250488988,"Up"
"XPO6",0,0.601349305553338,-0.196197624497584,"Up"
"IL1RN",0,0.762863034058785,-0.337946075350754,"Up"
"TRIM25",0,0.623962372826101,-0.171365592521203,"Up"
"MKNK1",0,0.671673743589307,0.00981988425232316,"Up"
"SBF2",0,0.614421092630695,0.19664562107551,"Up"
"IL1B",0,0.905897418429932,-0.17015780690346,"Up"
"F13A1",0,0.674494079054181,0.234768781984911,"Up"
"LINC01001",0,0.858480630236397,-0.209626173110067,"Up"
"KIF13A",0,0.752126775809309,0.0709830126278792,"Up"
"SPI1",0,0.817230967883797,-0.0679300304496362,"Up"
"TP53I11",0,0.695483116685766,-0.193753735649765,"Up"
"DSC2",0,0.8186411144315,0.105839704987415,"Up"
"C9orf72",0,0.613144287157009,0.130798266184919,"Up"
"IGF1R",0,0.646376756609252,0.0176002553099979,"Up"
"FPR1",0,0.623130811880319,-0.321572340591851,"Up"
"LILRA5",0,1.20887228951335,-0.0435277844717197,"Up"
"CSF3R",0,0.615277453830753,-0.228813600561701,"Up"
"CEACAM3",0,0.824876072721493,-0.254013244538029,"Up"
"NOTCH1",0,0.623981537202701,-0.0812786792093085,"Up"
"S100A11",0,0.745407343159367,-0.313141325176473,"Up"
"TET2",0,0.603668327479468,0.223550625177378,"Up"
"CICP27",0,1.16546074464754,-0.288538760728448,"Up"
"AP5B1",0,0.683530865039387,-0.305287926980323,"Up"
"NRGN",0,0.789785868005611,0.260076560028764,"Up"
"PLIN3",0,0.599523460022824,-0.333140054545354,"Up"
"FCAR",0,0.883615198722133,-0.25658023544614,"Up"
"FRAT2",0,0.646836108410139,-0.401666508760807,"Up"
"ADAMTSL4",0,0.769651705404772,0.130134765174816,"Up"
"SIGLEC5",0,0.692999659591818,-0.35665566115872,"Up"
"SHOC1",0,1.19994774659495,0.275893301181943,"Up"
"SELP",0,0.868726930616178,0.267889482411437,"Up"
"NFIL3",0,0.802430514948046,-0.158997571566676,"Up"
"TNFSF10",0,0.753184323243451,0.221141756656642,"Up"
"DOCK4",0,1.19460604981315,0.458030864331492,"Up"
"HK2",0,0.636717385175144,0.155272697278648,"Up"
"SRGN",0,0.620115473044356,-0.195427426589212,"Up"
"UBE2R2",0,0.588701692295285,0.118489612933358,"Up"
"ARL11",0,0.725489920432302,0.104228321936882,"Up"
"ITGB3",0,0.699662130154377,0.0686707059236191,"Up"
"ANXA3",0,1.63855432252304,-0.345657160108721,"Up"
"ICAM1",0,0.806577393930311,0.0257571276377773,"Up"
"MBD6",0,0.647414479637413,-0.0258106971550758,"Up"
"APOBEC3A",0,0.796442897843862,-0.181795573894862,"Up"
"RAB31",0,0.59808137358134,0.0716107365070391,"Up"
"SECTM1",0,0.665333633251841,-0.138222445074026,"Up"
"MPIG6B",0,0.82877229810829,0.38416875508418,"Up"
"PPP4R1",0,0.598465315605588,-0.0135327591784069,"Up"
"IFRD1",0,0.592734530947637,0.096477989658446,"Up"
"BST1",0,0.730033630143338,-0.379848089970344,"Up"
"BEST1",0,0.597789540422689,-0.153941147060509,"Up"
"NAIPP2",0,0.612846577047596,-0.0140044558986858,"Up"
"ZSWIM6",0,0.627132941767895,0.196575266698414,"Up"
"SIGLEC9",0,0.629865113283567,-0.142900957345477,"Up"
"FOS",0,0.691493915395484,-0.255405942800812,"Up"
"TGFA",0,0.970145671425052,-0.14856364147589,"Up"
"PPP4R1L",0,0.672077128605891,0.142772787188354,"Up"
"B4GALT5",0,0.693396388037722,-0.190685406176784,"Up"
"FTH1",0,0.637528643033523,0.162862186685222,"Up"
"CYP1B1",0,0.955912182789833,0.313389976043673,"Up"
"CEP78",0,-0.758199740778793,-0.246712970128831,"Down"
"RTEL1P1",0,0.749081354801103,-0.00950122366868555,"Up"
"AMPD3",0,0.677748862392486,0.20611330693331,"Up"
"HK3",0,0.7068754172106,-0.220593598394601,"Up"
"SPARC",0,0.651888877666308,0.370463993753845,"Up"
"PLSCR1",0,0.767801288751679,0.0796308512636639,"Up"
"PI3",0,1.08566330752894,-0.0119146790014795,"Up"
"SBNO2",0,0.635700343984569,-0.233788602027413,"Up"
"ALOX5",0,0.730222196220492,-0.228951205909625,"Up"
"NADK",0,0.586233640262057,-0.179843285887358,"Up"
"LMNB1",0,0.82085145511595,0.170647830841146,"Up"
"SCARF1",0,0.652715288152499,-0.220264432715554,"Up"
"GPR27",0,0.964037652320141,-0.503622361491585,"Up"
"ZNF467",0,0.728930424568752,-0.277140117132201,"Up"
"MTARC1",0,0.812969437310897,-0.104181918652136,"Up"
"DHRS12",0,0.800694296673783,-0.0724076462209533,"Up"
"NLRP12",0,0.600187157447817,-0.33610393397971,"Up"
"NLRC4",0,0.804503611872361,0.298062623699896,"Up"
"CC2D2A",0,0.662888494691366,0.15245453909369,"Up"
"HSPA1B",0,0.916264291786879,0.0539024283499687,"Up"
"SLC8A1",0,0.602169787740088,0.0722821893376508,"Up"
"NRBF2",0,0.586332672099386,-0.00483825505203228,"Up"
"LINC02656",0,1.16430444915267,0.0316857001846347,"Up"
"ADAMTSL4-AS1",0,0.639116148672498,-0.187640964897946,"Up"
"LIN7A",0,0.697623337628951,-0.02051398767387,"Up"
"DTHD1",0,-0.788589682207676,0.076166981065156,"Down"
"ACSS3",0,0.670382481032789,-0.14962569646139,"Up"
"IRAK3",0,0.609736821686845,0.114813030988457,"Up"
"TRIB1",0,0.76837378287806,-0.18651899677174,"Up"
"LINC02887",0,1.23144137219276,-0.0798205179319686,"Up"
"GK5",0,-0.716294171861478,-0.0273638574294495,"Down"
"ALG1L13P",0,0.593977632940607,-0.326930861277864,"Up"
"PGS1",0,0.712744336067741,-0.083117263680121,"Up"
"S100A12",0,1.19036174951807,0.0280365986872408,"Up"
"ZNF438",0,0.915717716026633,0.198601838550453,"Up"
"PLIN4",0,1.06661699153868,-0.053326948600656,"Up"
"KLRD1",0,-0.819787407409816,-0.222062508843601,"Down"
"SLC12A9",0,0.614022393674212,-0.264085569642173,"Up"
"NEAT1",0,0.878380143671608,0.338243674024637,"Up"
"NAMPTP1",0,0.961171220463296,-0.313959105949443,"Up"
"PTGS1",0,0.616016963795344,0.143111580949247,"Up"
"NCF4",0,0.653843938124318,-0.441047490559038,"Up"
"OSBPL5",0,-0.767858722840528,-0.317848874416511,"Down"
"FCER1G",0,1.25044608607543,0.531119290111685,"Up"
"RFX2",0,0.99506810182431,0.182514524283339,"Up"
"BCL2A1",0,1.26694611908555,0.326124128982625,"Up"
"ST6GALNAC6",0,-0.601640892309564,-0.241327084730857,"Down"
"RARA-AS1",0,0.86729748485515,-0.1153042683389,"Up"
"DOCK8-AS1",0,0.735347906369588,0.013518944715833,"Up"
"FGD4",0,0.633389284488694,0.179789329926933,"Up"
"CXCR2P1",0,0.764993420478888,0.431571508441058,"Up"
"KIAA0825",0,0.640473452271958,0.187546996009411,"Up"
"GPAT3",0,0.698676405082842,-0.00298346202971977,"Up"
"CFLAR-AS1",0,0.609532802421652,0.273194199369426,"Up"
"ADGRE1",0,0.61214414092322,0.0695943535079726,"Up"
"SLED1",0,1.28937960691185,0.229823727095283,"Up"
"CEBPB",0,0.682866999298147,-0.289004814824256,"Up"
"CACNA1E",0,1.34138339226501,-0.232083336124632,"Up"
"PRSS23",0,-0.837219837856271,-0.299361559057842,"Down"
"LINC02035",0,0.636113850657034,0.123955629124069,"Up"
"SYNGR1",0,-0.732477973034602,-0.35899040735571,"Down"
"CD9",0,0.588958864776487,-0.206996866954146,"Up"
"CBFA2T3",0,0.631452330939287,-0.0377742525513405,"Up"
"DUSP2",0,-0.865671716388717,-0.850290337463394,"Down"
"SH2B2",0,0.654578220157521,-0.194390835062999,"Up"
"LHFPL5",0,0.951873299268594,0.184591256858935,"Up"
"RN7SL4P",0,0.732415579289463,0.349425934192355,"Up"
"ARHGAP10",0,-0.850170869751151,-0.0321454057230941,"Down"
"CTTN",0,0.672932439180899,0.195107155070952,"Up"
"GZMH",0,-0.971557185869666,-0.560355577082598,"Down"
"CYSTM1",0,0.931421955630658,-0.182861844411654,"Up"
"CICP25",0,1.17032236886424,-0.272346432871378,"Up"
"AATK",0,0.637746670913459,-0.506342505304707,"Up"
"PLBD1-AS1",0,0.897450525286753,-0.327432101683009,"Up"
"PLIN5",0,0.899990638706094,-0.440650930464589,"Up"
"B3GNTL1",0,0.589434371091718,-0.0140090633099073,"Up"
"MYL9",0,0.981620524088017,0.0225029149506519,"Up"
"PRR29",0,-0.722839284491555,-0.618165281655783,"Down"
"OSCAR",0,0.687972936542764,-0.0813718813226698,"Up"
"ITGA2B",0,0.70435413065277,0.179805487312946,"Up"
"EPHB4",0,0.64343272842598,-0.378638819332576,"Up"
"PPL",0,0.594835494591434,-0.12691282435502,"Up"
"PARVB",0,0.610995233396797,0.550293064976866,"Up"
"PTGDR",0,-0.691900352949584,-0.10123079945263,"Down"
"CD177",0,1.98744365038812,-0.570157135746078,"Up"
"ASPH",0,0.6601469121279,0.128020911691556,"Up"
"NKG7",0,-0.845130978689237,-0.355844305428009,"Down"
"PRF1",0,-0.682390984096219,-0.230059625310696,"Down"
