logFC	AveExpr	t	P.Value	adj.P.Val	B	change
OXER1	-0.60110435036043	4.17779718344656	-6.64652839014162	9.59832863794733e-05	0.720930463996224	-0.148963241859497	Stable
CHD7	-0.341253569480351	5.48944646680087	-5.35518317217713	0.000465829501882488	0.825751139058368	-0.45103427266475	Stable
SCARB1	-0.469920825834333	3.98346757491654	-6.01767864604193	0.000201579196569039	0.825751139058368	-0.47540189262797	Stable
OR52K3P	-0.483237561845975	4.35528546736581	-5.5589703916714	0.000357727944171949	0.825751139058368	-0.57369693372753	Stable
TP53BP2	-0.318711526172906	5.22856752764743	-4.91021152007373	0.000846233180072246	0.825751139058368	-0.829886390682012	Stable
PDLIM5	-0.303067065342711	5.10663271057327	-4.91753115683661	0.000837770953837201	0.825751139058368	-0.836922221268964	Stable
RPL39	0.284105719739618	6.1129541405159	4.84485086937277	0.000926007726424281	0.825751139058368	-0.86052106121871	Stable
NR2C2	-0.380046278632979	6.38076051642583	-4.82532282711373	0.000951384872159181	0.825751139058368	-0.872992100431403	Stable
ODF3B	-0.384160161641314	5.17999261632336	-4.82048614142199	0.000957785182762251	0.825751139058368	-0.91213200800758	Stable
CPEB2	0.350108988023728	4.54573335464612	4.95275917152554	0.000798299220976306	0.825751139058368	-0.946854824685003	Stable
PFKFB2	-0.363778651943409	4.00899633254783	-5.20218088159865	0.000570148830988749	0.825751139058368	-0.971882245073328	Stable
LSM12	0.280034031456956	4.78357967031869	4.79746467449186	0.000988890421673875	0.825751139058368	-0.989041604468377	Stable
CLN3	-0.2683611794665	5.92291950304199	-4.640312934088	0.00123251549604149	0.825751139058368	-1.02971943417863	Stable
RPS25	0.259519648845989	7.62025781019656	4.7446425407605	0.00106444222024944	0.825751139058368	-1.08333618977993	Stable
SIPA1L3	-0.347173244781204	5.40302481079909	-4.55519930591483	0.00139073823784067	0.825751139058368	-1.12700641216603	Stable
ZNF324	-0.313616956976577	3.93397003259502	-4.9332493909937	0.000819905486211963	0.825751139058368	-1.14659552113206	Stable
KLRB1	0.296556435302618	4.65237618614326	4.53524266650168	0.0014309035074136	0.825751139058368	-1.17939882457484	Stable
PNPLA6	-0.396700170817104	7.01171071348832	-4.49475526496425	0.00151625847060309	0.825751139058368	-1.21261261736319	Stable
NUDT3	-0.270525754889145	6.96950273533929	-4.44126160607234	0.00163748773840427	0.825751139058368	-1.26273368256679	Stable
VAMP4	0.267484345929548	4.42198182960839	4.45935009347001	0.00159537317419789	0.825751139058368	-1.32075245493259	Stable
PRPF8	-0.309846551405045	8.22150864996789	-4.51714729686012	0.00146839811766229	0.825751139058368	-1.33492181249287	Stable
OSTC	0.298783357443809	3.98891074978384	4.55914097194595	0.00138294895583691	0.825751139058368	-1.35925171318504	Stable
MEGF6	-0.258171245636062	5.7983438343193	-4.22387616201991	0.0022478880124667	0.825751139058368	-1.43261840739851	Stable
DOP1B	-0.330738829297228	5.45067746000379	-4.20494051875898	0.00231153053393293	0.825751139058368	-1.46636694933989	Stable
RABEP2	-0.296562748385721	4.64252843205829	-4.23357223386463	0.00221602487988162	0.825751139058368	-1.50343340120597	Stable
GZMK	0.32595109710002	5.08843181731866	4.08299563627377	0.00277021099161112	0.825751139058368	-1.59385570055109	Stable
TXNDC5	0.471482553679864	6.06375516493206	4.06016621027473	0.00286636258421345	0.825751139058368	-1.59792500737909	Stable
GRK3	-0.320555555351042	5.78637250059138	-4.050718543056	0.00290718541861376	0.825751139058368	-1.60793764458613	Stable
STK11IP	-0.328124268695992	4.98385408952678	-4.0865589046162	0.0027555153578091	0.825751139058368	-1.61504107722937	Stable
GMEB1	-0.290342607021105	4.50367942570681	-4.1340379183527	0.00256741954271588	0.825751139058368	-1.63518817422879	Stable
RPS13	0.273919458431268	7.15145268222521	4.06515064411036	0.00284507091604659	0.825751139058368	-1.65287202411107	Stable
STXBP5	-0.217714307012084	5.99753540107395	-3.99743776937646	0.00314926813526066	0.825751139058368	-1.6617712116335	Stable
SPNS3	-0.92117598829794	3.3003898226781	-4.56379442289505	0.00137381322087138	0.825751139058368	-1.66998956132992	Stable
LRRK1	-0.369626997903377	5.32945392166352	-3.98973899503895	0.00318597997696981	0.825751139058368	-1.69868470422508	Stable
IGLV2-14	0.599144958963765	3.23967241760507	4.60926187749427	0.00128787930305	0.825751139058368	-1.72146072639008	Stable
NPM1	0.208953665358267	7.05559452220854	3.96427399639484	0.00331067940504596	0.825751139058368	-1.74747269231833	Stable
SELENOK	0.396505246256845	3.71142936564738	4.21459760067693	0.00227883663205231	0.825751139058368	-1.76417492948404	Stable
CALU	0.216682393146513	4.77018235439478	3.91382614100957	0.00357325055942066	0.825751139058368	-1.80581166251685	Stable
RPS8	0.237775938695084	8.20401193856842	4.01608345233337	0.00306220289447349	0.825751139058368	-1.80641023093916	Stable
YLPM1	-0.349664672081656	6.01658574264816	-3.8450322191699	0.00396739359024685	0.825751139058368	-1.82383679805767	Stable
RPL24	0.269641759483711	7.02804736740747	3.88374238676445	0.00374025525924441	0.825751139058368	-1.8301124126063	Stable
TRANK1	-0.314914643554698	7.90715945609066	-3.92616668128226	0.00350704469179308	0.825751139058368	-1.83421758797162	Stable
RRBP1	-0.309217892105857	6.11648259801553	-3.80353956976835	0.00422713524744628	0.825751139058368	-1.86807709245659	Stable
ATXN3	0.237340135767883	4.35097424546291	3.90853129102296	0.00360206158084869	0.825751139058368	-1.87789038086086	Stable
KLRG1	0.449082443719395	4.62070456810259	3.83134440673896	0.00405116223663549	0.825751139058368	-1.88090413349833	Stable
TOB2	-0.350897894336238	5.85746725857634	-3.76419453230098	0.00449006518700769	0.825751139058368	-1.91089622900331	Stable
HIPK1	-0.232677423697162	7.45922396935475	-3.81231121526414	0.00417076460493998	0.825751139058368	-1.91167906499389	Stable
TM9SF4	-0.270897963004962	6.46872397421185	-3.75452638397594	0.00455728045928797	0.825751139058368	-1.92706854323214	Stable
SNX30	-0.225101740443992	5.39714617446437	-3.75944188878546	0.00452297501766289	0.825751139058368	-1.92798793388725	Stable
PIK3CB	-0.323580484695188	5.24032154299705	-3.76263773044212	0.00450081739438866	0.825751139058368	-1.93711658320527	Stable
CYSLTR1	-0.302331544653967	4.34954395155754	-3.83588459487638	0.00402317119004217	0.825751139058368	-1.94888128214861	Stable
RIC8B	0.368164011687175	3.15340438770933	4.21024088062759	0.00229352482330939	0.825751139058368	-1.95965107136157	Stable
THBS1	-0.3105853037147	4.36784512637241	-3.83615875956425	0.00402148747582521	0.825751139058368	-1.97123311588611	Stable
MAML2	-0.215398094892094	5.45876722926208	-3.7039277376461	0.00492679028226569	0.825751139058368	-1.98467363234684	Stable
ZDHHC20	0.236857952807223	6.2721967636131	3.69078491794251	0.00502784649704732	0.825751139058368	-1.99429934729169	Stable
GLG1	-0.318703229977772	7.43651333586593	-3.71966277126639	0.00480861007068733	0.825751139058368	-2.01531625494165	Stable
CHI3L1	-0.395657452321352	7.25354671559223	-3.67867359182013	0.00512290537949589	0.825751139058368	-2.0269775125034	Stable
CNOT1	-0.261121953256217	7.83476938788352	-3.72695605100318	0.00475484978053296	0.825751139058368	-2.0317218109273	Stable
GGPS1	0.260564450292297	4.11868012209607	3.78653225598433	0.00433873735264469	0.825751139058368	-2.04418598424102	Stable
SKA2	0.351871164371904	3.01268726826042	4.20562649229796	0.00230919177212589	0.825751139058368	-2.04521823252771	Stable
IGKV4-1	0.605616341653321	3.67463365672084	3.92568881419676	0.00350958407398172	0.825751139058368	-2.04616895033896	Stable
CEBPZOS	0.275294183305142	4.01900613707466	3.78795431030006	0.00432928769252334	0.825751139058368	-2.04992222659278	Stable
IGKV3-20	0.523131384410858	3.76590415285222	3.85415787646044	0.00391256399440378	0.825751139058368	-2.05321206154544	Stable
LPCAT2	-0.395915767524805	6.47476684615908	-3.62879437727674	0.00553479260746735	0.825819064074335	-2.06155339588352	Stable
COLQ	0.384402433378014	4.02554627833722	3.71615974192728	0.00483465905443638	0.825751139058368	-2.07431817486284	Stable
CEACAM1	-0.325040580945961	4.36112467155924	-3.73855947300159	0.00467062060328652	0.825751139058368	-2.09125915125445	Stable
RPS15A	0.2710172446266	7.02186975001988	3.63015083249283	0.00552314221624196	0.825819064074335	-2.10314137495874	Stable
ITPR2	-0.395467315631056	5.68857452527713	-3.59169712544006	0.00586363797437877	0.825819064074335	-2.10423683316456	Stable
RPL27A	0.234774418015345	8.35200309261659	3.71665311877161	0.00483098125896327	0.825751139058368	-2.10731756935241	Stable
RPL17-C18orf32	0.22185622027195	4.39467187941022	3.67332487202342	0.00516548689509269	0.825751139058368	-2.10853059748859	Stable
SPDYE2	-0.572822774511448	2.696960771826	-4.59810008302936	0.0013084275140686	0.825751139058368	-2.1090035591408	Stable
RPS20	0.228349240742913	7.80741470936599	3.66638001454232	0.0052213321089031	0.825751139058368	-2.1105325567911	Stable
SOGA1	-0.264433744967758	4.24412605867882	-3.71732703306409	0.00482596244118049	0.825751139058368	-2.11453114148241	Stable
PRICKLE3	0.309938156334421	3.23892389137301	4.17670480476268	0.00241002097948043	0.825751139058368	-2.11520079023765	Stable
LMO4	-0.267166456520788	4.52868471835689	-3.62436778392757	0.00557299204479347	0.825819064074335	-2.13849122331035	Stable
CCDC43	0.329936177862298	3.17977294000191	3.98653341076947	0.00320139952846778	0.825751139058368	-2.13956341949424	Stable
CHD8	-0.207816251666842	6.79205056279334	-3.56998552679379	0.0060655641311094	0.825819064074335	-2.14082017911218	Stable
ZRANB1	-0.239871072811548	4.94737709423093	-3.57068118968641	0.00605898223735364	0.825819064074335	-2.16368936547807	Stable
FLNB	-0.359935221248625	5.42262695843461	-3.53702531017298	0.00638617253346357	0.825819064074335	-2.16801950420786	Stable
PHLPP1	-0.454680650829491	3.72622389395918	-3.83585531415524	0.00402335105434382	0.825751139058368	-2.16980938210163	Stable
RPL21	0.270074734864203	8.19106912675599	3.60402041117254	0.00575217918953861	0.825819064074335	-2.21179196646147	Stable
TPT1	0.306907546436024	9.90700004979342	3.77494734895793	0.00441653605928078	0.825751139058368	-2.222730580931	Stable
RPS27A	0.244871088084615	7.34391940053113	3.51607453172312	0.00659916294096107	0.825819064074335	-2.23883165097845	Stable
RBBP5	-0.220271357534001	5.01628749704158	-3.49518035193854	0.00681900466933196	0.825819064074335	-2.23924321699871	Stable
DANCR	0.313331552281927	3.60788423248367	3.69907266184239	0.00496386984475609	0.825751139058368	-2.24522897919713	Stable
CLCN5	-0.333056701846273	3.21957256184991	-3.91453207081191	0.00356942783892156	0.825751139058368	-2.24641957147401	Stable
NCOR2	-0.228092441441124	7.23721094854616	-3.46549047420326	0.00714467351472603	0.825819064074335	-2.27313909324977	Stable
FCGBP	-0.284295380666533	4.69231475000595	-3.47073599501791	0.00708597214382044	0.825819064074335	-2.27537366994597	Stable
MED13L	-0.260214446225678	7.5210010664373	-3.46963441838532	0.00709825761848753	0.825819064074335	-2.27684391237	Stable
MFSD5	-0.232560841506385	4.82464355301188	-3.47366818237672	0.00705337888859585	0.825819064074335	-2.27816481504105	Stable
RNF141	-0.251058935299106	6.08313563828699	-3.43033590341018	0.00755144291500602	0.825819064074335	-2.28353137283658	Stable
CWC15	0.270238541393562	3.90143962406532	3.5745050684981	0.00602293690337244	0.825819064074335	-2.28766123721758	Stable
FADS1	-0.397635826474866	3.55265926329314	-3.69531680526262	0.00499275600557636	0.825751139058368	-2.28850075496668	Stable
CACYBP	0.224530943184831	4.89626559531766	3.44355846674912	0.00739567569378291	0.825819064074335	-2.29401322858836	Stable
GPR18	0.337766898261481	3.55335497710963	3.63112557870426	0.00551478619166857	0.825819064074335	-2.29948925419319	Stable
EFNA4	0.51647170923083	2.33826203393621	5.07067223989552	0.000680107014468838	0.825751139058368	-2.30171071898771	Stable
ADGRE1	-0.902788740322832	5.87958129237339	-3.41788279807991	0.00770128308868686	0.825819064074335	-2.30307667097061	Stable
MROH1	-0.217712058500639	5.08187349970388	-3.43103961318548	0.00754306711987906	0.825819064074335	-2.30323176412573	Stable
PPARGC1B	-0.346254568669564	3.26365924133471	-3.77301512537864	0.00442965459550377	0.825751139058368	-2.30948236848564	Stable
FZD1	-0.489492003066199	3.24855387369732	-3.81092245734225	0.00417963622689769	0.825751139058368	-2.33993652687691	Stable
CCN3	-0.538089235891967	3.58152953646107	-3.74399888550451	0.00463167897345172	0.825751139058368	-2.34781905349736	Stable
HCFC1	-0.308547350808033	6.51341806109885	-3.3699897827857	0.00830711309870742	0.825819064074335	-2.36084138187562	Stable
TK2	-0.297584561083185	5.07440426788509	-3.3792161103553	0.00818664780531353	0.825819064074335	-2.36686299950475	Stable
ZC3H4	-0.30169145900801	6.13510737307389	-3.35419302192722	0.00851767884411993	0.825819064074335	-2.37144799528055	Stable
TRNAU1AP	-0.26338847362728	3.57522784320479	-3.5585322762453	0.00617501270800708	0.825819064074335	-2.38845121643337	Stable
FRY	-0.281032321839759	6.46730757971954	-3.33931660365498	0.00872106784472746	0.825819064074335	-2.39065753811746	Stable
CCNB1IP1	0.269427592349248	3.20784130460277	3.64702557166689	0.00538034453754733	0.825819064074335	-2.39585925378376	Stable
RPS27	0.232775941981869	8.53642541937323	3.45059849600803	0.00731411546345582	0.825819064074335	-2.39767827851664	Stable
RPL37	0.217997015899279	7.89100180957728	3.38249957078486	0.00814421770422361	0.825819064074335	-2.41216317851776	Stable
OLA1	0.185663048789789	4.38408592084331	3.37030444106546	0.00830297438853219	0.825819064074335	-2.41661052394972	Stable
TCAIM	0.294542780350558	3.45266510180007	3.56279588063493	0.00613402898553981	0.825819064074335	-2.42596556927387	Stable
SLC25A32	0.233063746528916	3.56546682246245	3.49916326609699	0.00677651332930172	0.825819064074335	-2.43195709091265	Stable
STRIP1	-0.196204429579561	5.43584872799501	-3.29759292176744	0.00931895726873248	0.825819064074335	-2.44079680330307	Stable
NUP42	0.220404771980833	3.95032939611179	3.39738666583231	0.00795470112794418	0.825819064074335	-2.44868174431495	Stable
SEMA7A	-0.661358257242281	4.21521645967622	-3.35708776277008	0.00847868033783765	0.825819064074335	-2.44964505905916	Stable
ELL2	0.318770415122001	3.59771612514594	3.51003549765663	0.00666193005079621	0.825819064074335	-2.45265075126091	Stable
RAVER1	-0.227476497456751	6.29782189026318	-3.27958026710765	0.00959011550720066	0.825819064074335	-2.45953745829384	Stable
DHCR7	-0.483571641469526	2.77053895096646	-3.9501911363827	0.00338185487626432	0.825751139058368	-2.46414278526152	Stable
BAHCC1	-0.511893120040442	2.64833064909783	-4.28350518528443	0.00205938732846317	0.825751139058368	-2.4647015500537	Stable
PARP4	-0.2083939270165	7.23278253057619	-3.29247737658283	0.00939514466842953	0.825819064074335	-2.46685538515679	Stable
ZNF552	-0.341174174529074	3.88232467999995	-3.4458002245466	0.00736960173215029	0.825819064074335	-2.46828992282802	Stable
MID2	-0.370079502579789	2.58973471957611	-3.96366372021719	0.0033137306237982	0.825751139058368	-2.47395599507868	Stable
EIF4G1	-0.192828506855483	7.51079927743079	-3.29567954976638	0.00934737817294722	0.825819064074335	-2.47687397120836	Stable
GSPT1	0.371143642283266	6.47300239974009	3.26746387388181	0.00977711889567299	0.825819064074335	-2.47806667006818	Stable
MANEA	0.430279945126473	3.32599662670828	3.53385464991442	0.00641793766811643	0.825819064074335	-2.48759543329103	Stable
TWF1	0.224986068575408	4.19510280915212	3.32566559092887	0.00891215776736671	0.825819064074335	-2.49149314118671	Stable
ZNF512B	-0.269683023872145	4.18868323453839	-3.31614248513325	0.00904804326452427	0.825819064074335	-2.49444692310281	Stable
CAT	-0.457564079512401	7.84996903354334	-3.29162780200033	0.00940786026846218	0.825819064074335	-2.49702988402644	Stable
NFE2L1	-0.245210721093387	6.68842871424704	-3.24410292310759	0.010148446057222	0.825819064074335	-2.50787250659512	Stable
IRS2	-0.321480990897118	6.33240918213929	-3.23700969254288	0.0102640710668421	0.825819064074335	-2.508423081533	Stable
SMC1A	-0.170061378062959	6.65838713234684	-3.23554235195918	0.0102881601128079	0.825819064074335	-2.51871767866397	Stable
DMXL2	-0.234314563223291	6.6377767359293	-3.22646855471295	0.0104384324351601	0.825819064074335	-2.52536142886279	Stable
RPL21P16	0.336616642070926	3.55588022835383	3.36568815629762	0.00836390883943772	0.825819064074335	-2.53106848183745	Stable
LINC02084	0.586118747338138	2.08204966741209	4.43652667761121	0.00164870717899859	0.825751139058368	-2.53417090167167	Stable
PIGA	-0.285927843514822	3.21649657322526	-3.51551047252544	0.00660499920043002	0.825819064074335	-2.54979145800676	Stable
FBXL15	-0.283559601019443	3.78772360714211	-3.33755326206958	0.00874550947050146	0.825819064074335	-2.56059863644864	Stable
VASH1	-0.321122607751314	5.02646536685303	-3.20527420030738	0.0107983762001307	0.825819064074335	-2.56348759633154	Stable
CCDC117	0.227270797408242	4.88778631163336	3.20451585951831	0.0108114912023682	0.825819064074335	-2.56576164767254	Stable
KDM5C	-0.202458073515697	7.09391190479093	-3.19242537651933	0.0110228336662671	0.825819064074335	-2.57795016959932	Stable
TREX1	-0.325716718715395	4.30906727659269	-3.23041919988178	0.0103727271578916	0.825819064074335	-2.58575392934719	Stable
EBNA1BP2	0.209657180044045	3.78204352103079	3.29661500683644	0.00933347179962713	0.825819064074335	-2.58603968873854	Stable
EDEM2	0.252382682025984	5.19707015448827	3.18251167950482	0.0111993195346503	0.825819064074335	-2.5862580109789	Stable
ABCA5	0.328193256909906	4.04109308724237	3.24219231100301	0.0101794567395366	0.825819064074335	-2.591598495624	Stable
ZNRF1	-0.418600219746102	2.66442942587983	-3.94363947233488	0.00341551845041012	0.825751139058368	-2.59920202206063	Stable
IGLC3	0.580734735282543	4.83989543396369	3.175756633728	0.0113212496508915	0.825819064074335	-2.60365391186669	Stable
FBXO6	-0.280963698985608	3.79468925421714	-3.26495915699475	0.00981624708458725	0.825819064074335	-2.60993798871428	Stable
NIF3L1	0.268139981756332	3.35880464843608	3.3498062576457	0.00857713502995802	0.825819064074335	-2.61272901454643	Stable
MED24	-0.224551328159714	5.21127024754057	-3.15278994646523	0.0117461879657586	0.825819064074335	-2.61381079423186	Stable
CLSTN1	-0.304107555194189	6.81809139127218	-3.15568167683905	0.0116917876159189	0.825819064074335	-2.61795588656575	Stable
SSBP2	-0.251157598167933	4.47166843451483	-3.18628716944744	0.0111317646420855	0.825819064074335	-2.62032080560164	Stable
DNAJC15	0.287320041669118	3.75929831717166	3.25064753713778	0.0100429636890258	0.825819064074335	-2.62227967817932	Stable
VPS41	-0.185479862015444	5.86951550777833	-3.13910046450068	0.0120072976337382	0.825819064074335	-2.62328028602916	Stable
UTS2	0.589112920643853	2.20061814992138	4.19396729771755	0.00234928772413685	0.825751139058368	-2.62337016568117	Stable
FCGR1BP	-0.638779279380759	3.9876706280127	-3.3254186474964	0.0089156544332094	0.825819064074335	-2.62718974053267	Stable
RPS17	0.185553697146575	7.19358278619267	3.15798511112139	0.011648641156856	0.825819064074335	-2.63316640972293	Stable
TRAPPC11	-0.214523732276255	5.37367845037253	-3.12814940017451	0.0122204947673144	0.825819064074335	-2.64150032705345	Stable
GSTM2	-0.403945883325201	4.15926116801338	-3.16785119832332	0.0114656928037793	0.825819064074335	-2.65156834698536	Stable
AKT1	-0.241291586629203	7.72487917188942	-3.14096332759439	0.0119714157292222	0.825819064074335	-2.65943950836915	Stable
SPAG7	0.206405287995811	4.41767359971816	3.1487361627864	0.0118228907149199	0.825819064074335	-2.66093629540066	Stable
SLC27A3	-0.307470828878589	5.78134504745994	-3.10482785387258	0.0126876647916971	0.825819064074335	-2.6645502775402	Stable
CD2	0.235205562512698	6.99537627907902	3.12101663870306	0.0123614582184976	0.825819064074335	-2.66609443807389	Stable
SHMT1	0.341917261419678	3.08926075536582	3.40041744476508	0.00791668587870156	0.825819064074335	-2.66613643503326	Stable
ZC3H13	-0.204155373018181	6.15682639527467	-3.10154499034641	0.0127548925704445	0.825819064074335	-2.66889463081153	Stable
FAM106A	0.831393674339626	2.22787363354809	4.22505234689028	0.00224399695457773	0.825751139058368	-2.67277398332827	Stable
RPL32	0.210872620232763	8.38675967898264	3.16164560895006	0.0115804138516126	0.825819064074335	-2.67971885135941	Stable
